,ingresos,jefe_hogar,sexo,edad,estado_civil,escolaridad,time_traba,tipo_traba,horas_traba,sub_alimenta,sub_transpor,sub_fami,sub_edu,horastraba
946,0,0,1,83,1,2,120,4,60,0,0,0,0,60
947,-16,0,1,83,1,2,120,4,10,0,0,0,0,10
948,96,0,1,83,1,2,6,4,20,0,0,0,0,20
949,64,0,1,83,1,2,18,1,48,2,2,2,2,48
950,0,0,1,49,0,7,120,4,60,0,0,0,0,60
951,-16,0,1,49,0,7,120,4,10,0,0,0,0,10
952,96,0,1,49,0,7,6,4,20,0,0,0,0,20
953,64,0,1,49,0,7,18,1,48,2,2,2,2,48
954,0,0,0,58,0,5,120,4,60,0,0,0,0,60
955,-16,0,0,58,0,5,120,4,10,0,0,0,0,10
956,96,0,0,58,0,5,6,4,20,0,0,0,0,20
957,64,0,0,58,0,5,18,1,48,2,2,2,2,48
958,0,0,0,23,0,11,120,4,60,0,0,0,0,60
959,-16,0,0,23,0,11,120,4,10,0,0,0,0,10
960,96,0,0,23,0,11,6,4,20,0,0,0,0,20
961,64,0,0,23,0,11,18,1,48,2,2,2,2,48
962,0,0,0,56,0,5,120,4,60,0,0,0,0,60
963,-16,0,0,56,0,5,120,4,10,0,0,0,0,10
964,96,0,0,56,0,5,6,4,20,0,0,0,0,20
965,64,0,0,56,0,5,18,1,48,2,2,2,2,48
966,0,0,0,46,0,11,120,4,60,0,0,0,0,60
967,-16,0,0,46,0,11,120,4,10,0,0,0,0,10
968,96,0,0,46,0,11,6,4,20,0,0,0,0,20
969,64,0,0,46,0,11,18,1,48,2,2,2,2,48
970,0,1,1,61,1,11,-32,6,21,0,0,0,0,21
971,0,0,0,59,1,11,-32,6,21,0,0,0,0,21
972,-96,1,1,68,1,5,24,1,36,2,2,2,2,36
973,64,1,1,68,1,5,24,5,40,0,0,0,0,40
974,-96,0,0,65,1,3,24,1,36,2,2,2,2,36
975,64,0,0,65,1,3,24,5,40,0,0,0,0,40
976,-96,0,1,47,0,7,24,1,36,2,2,2,2,36
977,64,0,1,47,0,7,24,5,40,0,0,0,0,40
978,-96,0,1,43,0,5,24,1,36,2,2,2,2,36
979,64,0,1,43,0,5,24,5,40,0,0,0,0,40
980,-96,1,1,60,0,14,19,1,40,2,2,2,2,40
981,-96,0,1,31,1,16,19,1,40,2,2,2,2,40
982,-96,0,0,30,1,16,19,1,40,2,2,2,2,40
983,-32,1,1,76,0,0,48,4,50,0,0,0,0,50
984,0,1,1,76,0,0,12,4,48,0,0,0,0,48
985,0,1,1,76,0,0,0,4,48,0,0,0,0,48
986,-32,0,1,33,1,10,48,4,50,0,0,0,0,50
987,0,0,1,33,1,10,12,4,48,0,0,0,0,48
988,0,0,1,33,1,10,0,4,48,0,0,0,0,48
989,-32,0,0,31,1,10,48,4,50,0,0,0,0,50
990,0,0,0,31,1,10,12,4,48,0,0,0,0,48
991,0,0,0,31,1,10,0,4,48,0,0,0,0,48
992,-32,0,1,31,1,10,48,4,50,0,0,0,0,50
993,0,0,1,31,1,10,12,4,48,0,0,0,0,48
994,0,0,1,31,1,10,0,4,48,0,0,0,0,48
995,-32,0,0,26,1,10,48,4,50,0,0,0,0,50
996,0,0,0,26,1,10,12,4,48,0,0,0,0,48
997,0,0,0,26,1,10,0,4,48,0,0,0,0,48
998,-32,0,0,68,0,0,48,4,50,0,0,0,0,50
999,0,0,0,68,0,0,12,4,48,0,0,0,0,48
1000,0,0,0,68,0,0,0,4,48,0,0,0,0,48
1001,-128,1,1,64,0,11,104,4,40,0,0,0,0,40
1002,-128,0,0,81,0,5,104,4,40,0,0,0,0,40
1003,96,1,1,55,1,12,8,1,48,2,1,2,2,48
1004,64,1,1,55,1,12,48,1,48,2,1,1,2,48
1005,-80,1,1,55,1,12,18,1,40,2,1,1,2,40
1006,96,0,0,54,1,11,8,1,48,2,1,2,2,48
1007,64,0,0,54,1,11,48,1,48,2,1,1,2,48
1008,-80,0,0,54,1,11,18,1,40,2,1,1,2,40
1009,96,0,0,28,1,13,8,1,48,2,1,2,2,48
1010,64,0,0,28,1,13,48,1,48,2,1,1,2,48
1011,-80,0,0,28,1,13,18,1,40,2,1,1,2,40
1012,96,0,1,34,1,13,8,1,48,2,1,2,2,48
1013,64,0,1,34,1,13,48,1,48,2,1,1,2,48
1014,-80,0,1,34,1,13,18,1,40,2,1,1,2,40
1015,64,1,0,55,0,11,-16,1,48,2,1,2,2,48
1016,-32,1,0,55,0,11,3,4,30,0,0,0,0,30
1017,64,0,1,34,1,16,-16,1,48,2,1,2,2,48
1018,-32,0,1,34,1,16,3,4,30,0,0,0,0,30
1019,64,0,0,31,1,16,-16,1,48,2,1,2,2,48
1020,-32,0,0,31,1,16,3,4,30,0,0,0,0,30
1021,64,0,0,80,0,5,-16,1,48,2,1,2,2,48
1022,-32,0,0,80,0,5,3,4,30,0,0,0,0,30
1023,64,0,1,76,0,5,-16,1,48,2,1,2,2,48
1024,-32,0,1,76,0,5,3,4,30,0,0,0,0,30
1025,64,1,1,49,1,13,36,1,44,2,1,2,2,44
1026,-96,1,1,49,1,13,120,4,20,0,0,0,0,20
1027,64,0,0,43,1,11,36,1,44,2,1,2,2,44
1028,-96,0,0,43,1,11,120,4,20,0,0,0,0,20
1029,0,1,1,66,0,16,120,4,42,0,0,0,0,42
1030,0,0,1,22,0,11,120,4,42,0,0,0,0,42
1031,-128,1,1,60,1,16,104,4,40,0,0,0,0,40
1032,0,1,1,60,1,16,12,1,48,2,1,1,2,48
1033,0,1,1,60,1,16,60,4,50,0,0,0,0,50
1034,-128,0,0,47,1,16,104,4,40,0,0,0,0,40
1035,0,0,0,47,1,16,12,1,48,2,1,1,2,48
1036,0,0,0,47,1,16,60,4,50,0,0,0,0,50
1037,-128,0,1,21,0,15,104,4,40,0,0,0,0,40
1038,0,0,1,21,0,15,12,1,48,2,1,1,2,48
1039,0,0,1,21,0,15,60,4,50,0,0,0,0,50
1040,-128,0,1,19,0,14,104,4,40,0,0,0,0,40
1041,0,0,1,19,0,14,12,1,48,2,1,1,2,48
1042,0,0,1,19,0,14,60,4,50,0,0,0,0,50
1043,-128,0,0,27,1,16,104,4,40,0,0,0,0,40
1044,0,0,0,27,1,16,12,1,48,2,1,1,2,48
1045,0,0,0,27,1,16,60,4,50,0,0,0,0,50
1046,-128,0,1,33,1,18,104,4,40,0,0,0,0,40
1047,0,0,1,33,1,18,12,1,48,2,1,1,2,48
1048,0,0,1,33,1,18,60,4,50,0,0,0,0,50
1049,0,1,0,55,0,11,4,3,40,2,2,2,2,40
1050,-48,1,0,55,0,11,2,1,40,2,2,2,2,40
1051,0,0,1,33,1,8,4,3,40,2,2,2,2,40
1052,-48,0,1,33,1,8,2,1,40,2,2,2,2,40
1053,0,0,0,34,1,11,4,3,40,2,2,2,2,40
1054,-48,0,0,34,1,11,2,1,40,2,2,2,2,40
1055,0,0,1,81,0,5,4,3,40,2,2,2,2,40
1056,-48,0,1,81,0,5,2,1,40,2,2,2,2,40
1057,0,0,0,51,0,11,4,3,40,2,2,2,2,40
1058,-48,0,0,51,0,11,2,1,40,2,2,2,2,40
1059,0,0,1,50,0,5,4,3,40,2,2,2,2,40
1060,-48,0,1,50,0,5,2,1,40,2,2,2,2,40
1061,-128,1,0,49,0,11,34,1,48,2,1,2,2,48
1062,-128,0,0,33,0,15,34,1,48,2,1,2,2,48
1063,0,1,0,47,0,9,36,4,50,0,0,0,0,50
1064,0,1,0,47,0,9,24,6,40,0,0,0,0,40
1065,-128,1,1,34,1,13,24,1,44,2,2,1,2,44
1066,0,1,1,34,1,13,24,4,20,0,0,0,0,20
1067,-128,0,0,34,1,16,24,1,44,2,2,1,2,44
1068,0,0,0,34,1,16,24,4,20,0,0,0,0,20
1069,-128,0,0,60,0,11,24,1,44,2,2,1,2,44
1070,0,0,0,60,0,11,24,4,20,0,0,0,0,20
1071,0,1,1,42,1,6,-52,6,28,0,0,0,0,28
1072,-18,1,1,42,1,6,3,1,60,2,1,2,2,60
1073,0,0,0,44,1,11,-52,6,28,0,0,0,0,28
1074,-18,0,0,44,1,11,3,1,60,2,1,2,2,60
1075,0,0,0,23,0,16,-52,6,28,0,0,0,0,28
1076,-18,0,0,23,0,16,3,1,60,2,1,2,2,60
1077,80,1,0,61,0,11,48,3,60,2,2,2,2,60
1078,-32,1,0,61,0,11,60,4,25,0,0,0,0,25
1079,-96,1,0,61,0,11,12,1,50,2,2,2,2,50
1080,80,0,0,65,0,11,48,3,60,2,2,2,2,60
1081,-32,0,0,65,0,11,60,4,25,0,0,0,0,25
1082,-96,0,0,65,0,11,12,1,50,2,2,2,2,50
1083,80,0,1,45,0,13,48,3,60,2,2,2,2,60
1084,-32,0,1,45,0,13,60,4,25,0,0,0,0,25
1085,-96,0,1,45,0,13,12,1,50,2,2,2,2,50
1086,-64,1,1,62,0,16,24,4,60,0,0,0,0,60
1087,96,1,1,62,0,16,60,4,14,0,0,0,0,14
1088,-64,0,0,57,0,16,24,4,60,0,0,0,0,60
1089,96,0,0,57,0,16,60,4,14,0,0,0,0,14
1090,-64,0,0,55,0,14,24,4,60,0,0,0,0,60
1091,96,0,0,55,0,14,60,4,14,0,0,0,0,14
1092,80,1,1,33,1,16,120,4,48,0,0,0,0,48
1093,0,1,1,33,1,16,24,6,24,0,0,0,0,24
1094,80,0,0,21,1,13,120,4,48,0,0,0,0,48
1095,0,0,0,21,1,13,24,6,24,0,0,0,0,24
1096,-32,1,1,36,1,11,24,1,48,2,1,2,2,48
1097,-32,0,0,49,1,11,24,1,48,2,1,2,2,48
1098,0,1,0,67,0,13,84,1,40,2,1,2,2,40
1099,0,0,1,49,0,19,84,1,40,2,1,2,2,40
1100,-32,1,0,72,0,9,96,4,40,0,0,0,0,40
1101,-64,1,1,47,1,16,12,4,48,0,0,0,0,48
1102,-96,1,1,47,1,16,120,1,48,2,1,2,2,48
1103,-64,0,0,45,1,16,12,4,48,0,0,0,0,48
1104,-96,0,0,45,1,16,120,1,48,2,1,2,2,48
1105,-64,0,0,23,0,16,12,4,48,0,0,0,0,48
1106,-96,0,0,23,0,16,120,1,48,2,1,2,2,48
1107,0,1,1,80,1,11,60,1,48,2,1,1,2,48
1108,0,1,1,80,1,11,36,5,48,0,0,0,0,48
1109,0,0,0,75,1,11,60,1,48,2,1,1,2,48
1110,0,0,0,75,1,11,36,5,48,0,0,0,0,48
1111,0,0,0,47,1,16,60,1,48,2,1,1,2,48
1112,0,0,0,47,1,16,36,5,48,0,0,0,0,48
1113,0,0,1,47,1,16,60,1,48,2,1,1,2,48
1114,0,0,1,47,1,16,36,5,48,0,0,0,0,48
1115,0,0,1,19,0,12,60,1,48,2,1,1,2,48
1116,0,0,1,19,0,12,36,5,48,0,0,0,0,48
1117,64,1,1,59,0,13,92,4,40,0,0,0,0,40
1118,-32,1,1,56,1,8,24,1,40,2,1,2,2,40
1119,-32,1,1,56,1,8,6,1,48,2,1,2,2,48
1120,-32,0,0,51,1,11,24,1,40,2,1,2,2,40
1121,-32,0,0,51,1,11,6,1,48,2,1,2,2,48
1122,-32,0,1,27,0,13,24,1,40,2,1,2,2,40
1123,-32,0,1,27,0,13,6,1,48,2,1,2,2,48
1124,-32,0,0,23,0,16,24,1,40,2,1,2,2,40
1125,-32,0,0,23,0,16,6,1,48,2,1,2,2,48
1126,64,1,1,44,1,14,12,1,48,2,1,1,2,48
1127,0,1,1,44,1,14,1,4,40,0,0,0,0,40
1128,64,0,0,43,1,13,12,1,48,2,1,1,2,48
1129,0,0,0,43,1,13,1,4,40,0,0,0,0,40
1130,64,1,0,44,1,17,122,4,40,0,0,0,0,40
1131,-32,1,0,44,1,17,38,1,54,2,2,2,2,54
1132,64,0,1,41,1,14,122,4,40,0,0,0,0,40
1133,-32,0,1,41,1,14,38,1,54,2,2,2,2,54
1134,64,0,1,20,0,14,122,4,40,0,0,0,0,40
1135,-32,0,1,20,0,14,38,1,54,2,2,2,2,54
1136,48,1,0,39,0,14,18,3,48,2,1,2,2,48
1137,16,1,0,39,0,14,6,3,48,2,2,2,2,48
1138,-128,1,0,39,0,14,4,4,22,0,0,0,0,22
1139,48,0,0,64,0,13,18,3,48,2,1,2,2,48
1140,16,0,0,64,0,13,6,3,48,2,2,2,2,48
1141,-128,0,0,64,0,13,4,4,22,0,0,0,0,22
1142,48,0,0,32,0,11,18,3,48,2,1,2,2,48
